trading_symbol,instrument_key,instrument_type,name,exchange
PARASPETRO,BSE_EQ|INE162C01024,B,PARAS PETROFILS LTD.,BSE
ESAFSFB,NSE_EQ|INE818W01011,EQ,ESAF SMALL FINANCE BANK L,NSE
AVG,NSE_EQ|INE680Z01018,EQ,AVG LOGISTICS LIMITED,NSE
NATPLY,BSE_EQ|INE497C01016,Z,NATIONAL PLYWOOD INDUSTRIES LT,BSE
GRASIM,NSE_EQ|INE047A01021,EQ,GRASIM INDUSTRIES LTD,NSE
MASTERTR,BSE_EQ|INE677D01037,B,MASTER TRUST LTD.,BSE
LUPIN,NSE_EQ|INE326A01037,EQ,LUPIN LIMITED,NSE
AVALON,NSE_EQ|INE0LCL01028,EQ,AVALON TECHNOLOGIES LTD,NSE
DELTACORP,NSE_EQ|INE124G01033,EQ,DELTA CORP LIMITED,NSE
UNIVASTU,NSE_EQ|INE562X01013,EQ,UNIVASTU INDIA LIMITED,NSE
NMDC,NSE_EQ|INE584A01023,EQ,NMDC LTD.,NSE
TIPSFILMS,BSE_EQ|INE0LQS01015,B,Tips Films Limited,BSE
CCHHL,BSE_EQ|INE652F01027,B,COUNTRY CLUB HOSPITALITY AND H,BSE
CHAMBLFERT,NSE_EQ|INE085A01013,EQ,CHAMBAL FERTILIZERS LTD,NSE
RELIABLE,BSE_EQ|INE375Y01018,T,Reliable Data Services Limited,BSE
BLKASHYAP,NSE_EQ|INE350H01032,EQ,B.L.KASHYAP & SON LTD,NSE
SHREEPUSHK,BSE_EQ|INE712K01011,B,Shree Pushkar Chemicals & Fert,BSE
JKCEMENT,BSE_EQ|INE823G01014,A,J.K.CEMENT LTD.,BSE
NDLVENTURE,BSE_EQ|INE353A01023,T,NDL Ventures Limited,BSE
SDBL,NSE_EQ|INE480C01038,EQ,SOM DIST & BREW LTD,NSE
DBCORP,NSE_EQ|INE950I01011,EQ,D.B.CORP LTD,NSE
FRONTSP,BSE_EQ|INE572D01014,B,FRONTIER SPRINGS LTD.,BSE
KABRAEXTRU,NSE_EQ|INE900B01029,EQ,KABRA EXTRUSION TECHNIK L,NSE
USHAMART,BSE_EQ|INE228A01035,A,USHA MARTIN LTD.,BSE
ALIVUS,NSE_EQ|INE03Q201024,EQ,ALIVUS LIFE SCIENCES LTD,NSE
SUNPHARMA,BSE_EQ|INE044A01036,A,SUN PHARMACEUTICAL INDUSTRIES,BSE
OMFREIGHT,BSE_EQ|INE1BZC01019,B,Om Freight Forwarders Limited,BSE
BSOFT,NSE_EQ|INE836A01035,EQ,BIRLASOFT LIMITED,NSE
TARACHAND,NSE_EQ|INE555Z01020,EQ,TARA CHAND INFRA SOLN LTD,NSE
63MOONS,NSE_EQ|INE111B01023,EQ,63 MOONS TECHNOLOGIES LTD,NSE
INDIGOPNTS,NSE_EQ|INE09VQ01012,EQ,INDIGO PAINTS LIMITED,NSE
BHARATRAS,BSE_EQ|INE838B01013,B,BHARAT RASAYAN LTD.,BSE
SUNTECK,NSE_EQ|INE805D01034,EQ,SUNTECK REALTY LIMITED,NSE
BELRISE,NSE_EQ|INE894V01022,EQ,BELRISE INDUSTRIES LTD,NSE
CHOLAFIN,BSE_EQ|INE121A01024,A,CHOLAMANDALAM INVESTMENT AND F,BSE
MOKSH,NSE_EQ|INE514Y01020,EQ,MOKSH ORNAMENTS LIMITED,NSE
ZEELEARN,BSE_EQ|INE565L01011,B,ZEE LEARN LTD.,BSE
VOLTAMP,NSE_EQ|INE540H01012,EQ,VOLTAMP TRANSFORMERS LTD,NSE
MEDPLUS,BSE_EQ|INE804L01022,A,Medplus Health Services Limite,BSE
INDSWFTLAB,BSE_EQ|INE915B01019,B,IND-SWIFT LABORATORIES LTD.,BSE
JCHAC,BSE_EQ|INE782A01015,B,Johnson Controls-Hitachi Air C,BSE
HFCL,NSE_EQ|INE548A01028,EQ,HFCL LIMITED,NSE
VIVIDHA,NSE_EQ|INE370E01029,EQ,VISAGAR POLYTEX LTD,NSE
TOLINS,NSE_EQ|INE0RWQ01014,EQ,TOLINS TYRES LIMITED,NSE
AARON,NSE_EQ|INE721Z01010,EQ,AARON INDUSTRIES LIMITED,NSE
KALYANIFRG,NSE_EQ|INE314G01014,EQ,KALYANI FORGE LIMITED,NSE
MONARCH,NSE_EQ|INE903D01011,EQ,MONARCH NETWORTH CAP LTD,NSE
KELLTONTEC,BSE_EQ|INE164B01030,B,KELLTON TECH SOLUTIONS LTD.,BSE
JITFINFRA,BSE_EQ|INE863T01013,T,JITF INFRALOGISTICS LIMITED,BSE
SHYAMTEL,NSE_EQ|INE635A01023,EQ,SHYAM TELECOM LIMITED,NSE
STEELXIND,BSE_EQ|INE503B01021,B,STEEL EXCHANGE INDIA LTD.,BSE
GPTINFRA,NSE_EQ|INE390G01014,EQ,GPT INFRAPROJECTS LTD,NSE
JINDALPOLY,NSE_EQ|INE197D01010,EQ,JINDAL POLY FILMS LIMITED,NSE
METROBRAND,NSE_EQ|INE317I01021,EQ,METRO BRANDS LIMITED,NSE
TCI,BSE_EQ|INE688A01022,B,TRANSPORT CORPORATION OF INDIA,BSE
AMRUTANJAN,NSE_EQ|INE098F01031,EQ,AMRUTAJAN HEALTH LTD,NSE
TREL,NSE_EQ|INE0O3901029,EQ,TRANSINDIA REAL ESTATE L,NSE
ZENTEC,BSE_EQ|INE251B01027,A,ZEN TECHNOLOGIES LTD.,BSE
AARTIPHARM,BSE_EQ|INE0LRU01027,A,Aarti Pharmalabs Limited,BSE
GUJAPOLLO,BSE_EQ|INE826C01016,T,GUJARAT APOLLO INDUSTRIES LTD.,BSE
AKI,BSE_EQ|INE642Z01026,B,AKI India Limited,BSE
DEEPAKFERT,NSE_EQ|INE501A01019,EQ,DEEPAK FERTILIZERS & PETR,NSE
MUTHOOTFIN,NSE_EQ|INE414G01012,EQ,MUTHOOT FINANCE LIMITED,NSE
MEENST,BSE_EQ|INE721V01019,Z,MEENAKSHI STEEL INDUSTRIES LTD,BSE
TARMAT,NSE_EQ|INE924H01018,EQ,TARMAT LIMITED,NSE
RITCO,NSE_EQ|INE01EG01016,EQ,RITCO LOGISTICS LIMITED,NSE
BAJAJHFL,BSE_EQ|INE377Y01014,A,Bajaj Housing Finance Limited,BSE
MANAKCOAT,NSE_EQ|INE830Q01018,EQ,MAN COAT METAL & IND LTD,NSE
IDEA,NSE_EQ|INE669E01016,EQ,VODAFONE IDEA LIMITED,NSE
RHIM,NSE_EQ|INE743M01012,EQ,RHI MAGNESITA INDIA LTD,NSE
WOCKPHARMA,BSE_EQ|INE049B01025,A,WOCKHARDT LTD.,BSE
JUBLFOOD,BSE_EQ|INE797F01020,A,JUBILANT FOODWORKS LTD,BSE
SUDARSCHEM,NSE_EQ|INE659A01023,EQ,SUDARSHAN CHEMICAL INDS L,NSE
ADANIENSOL,BSE_EQ|INE931S01010,A,Adani Energy Solutions Limited,BSE
PFOCUS,BSE_EQ|INE367G01038,B,PRIME FOCUS LTD.,BSE
BEDMUTHA,BSE_EQ|INE844K01012,B,BEDMUTHA INDUSTRIES LTD.,BSE
WEIZMANIND,BSE_EQ|INE080A01014,B,WEIZMANN LTD.,BSE
JINDALSAW,NSE_EQ|INE324A01032,EQ,JINDAL SAW LIMITED,NSE
SANGAMIND,BSE_EQ|INE495C01010,B,SANGAM (INDIA) LTD.,BSE
PHOENIXLTD,NSE_EQ|INE211B01039,EQ,THE PHOENIX MILLS LTD,NSE
QUADFUTURE,BSE_EQ|INE0LRY01011,B,Quadrant Future Tek Limited,BSE
ARISINFRA,BSE_EQ|INE0H9P01028,B,ArisInfra Solutions Limited,BSE
TIMETECHNO,BSE_EQ|INE508G01029,A,TIME TECHNOPLAST LTD.,BSE
DAVANGERE,BSE_EQ|INE179G01029,B,Davangere Sugar Company Limite,BSE
ESCORTS,BSE_EQ|INE042A01014,A,Escorts Kubota Limited,BSE
TORNTPOWER,NSE_EQ|INE813H01021,EQ,TORRENT POWER LTD,NSE
UNIMECH,BSE_EQ|INE0U3I01011,B,Unimech Aerospace and Manufact,BSE
BAJAJELEC,NSE_EQ|INE193E01025,EQ,BAJAJ ELECT.LTD,NSE
PRIMESECU,NSE_EQ|INE032B01021,EQ,PRIME SECURITIES LIMITED,NSE
INDOBORAX,NSE_EQ|INE803D01021,EQ,INDO BORAX & CHEMICAL LTD,NSE
AGARIND,BSE_EQ|INE204E01012,B,AGARWAL INDUSTRIAL CORPORATION,BSE
CIEINDIA,NSE_EQ|INE536H01010,EQ,CIE AUTOMOTIVE INDIA LTD,NSE
DIGIDRIVE,BSE_EQ|INE0PSC01024,B,DIGIDRIVE DISTRIBUTORS LIMITED,BSE
TAJGVK,BSE_EQ|INE586B01026,B,TAJGVK HOTELS & RESORTS LTD.,BSE
LAOPALA,NSE_EQ|INE059D01020,EQ,LA OPALA RG LIMITED,NSE
INOXWIND,NSE_EQ|INE066P01011,EQ,INOX WIND LIMITED,NSE
SCPL,NSE_EQ|INE501Y01019,EQ,SHEETAL COOL PRODUCTS LTD,NSE
JSWINFRA,NSE_EQ|INE880J01026,EQ,JSW INFRASTRUCTURE LTD,NSE
ARROWGREEN,BSE_EQ|INE570D01018,B,Arrow Greentech Limited,BSE
STARPAPER,BSE_EQ|INE733A01018,B,STAR PAPER MILLS LTD.,BSE
ABBOTINDIA,NSE_EQ|INE358A01014,EQ,ABBOTT INDIA LIMITED,NSE
AHLADA,NSE_EQ|INE00PV01013,EQ,AHLADA ENGINEERS LIMITED,NSE
VMART,NSE_EQ|INE665J01013,EQ,VMART RETAIL LTD,NSE
SIGIND,NSE_EQ|INE529F01035,EQ,SIGNET INDUSTRIES LIMITED,NSE
STEELCITY,NSE_EQ|INE395H01011,EQ,STEEL CITY SECURITIES LTD,NSE
NCC,NSE_EQ|INE868B01028,EQ,NCC LIMITED,NSE
YUKEN,BSE_EQ|INE384C01016,B,YUKEN INDIA LTD.,BSE
AEROFLEX,NSE_EQ|INE024001021,EQ,AEROFLEX INDUSTRIES LTD,NSE
CASTROLIND,NSE_EQ|INE172A01027,EQ,CASTROL INDIA LIMITED,NSE
ZAGGLE,NSE_EQ|INE07K301024,EQ,ZAGGLE PREPA OCEAN SER L,NSE
GVPIL,BSE_EQ|INE878A01011,B,GE Power India Ltd,BSE
GALAPREC,NSE_EQ|INE0RE001014,EQ,GALA PRECISION ENG LTD,NSE
GANECOS,BSE_EQ|INE845D01014,A,GANESHA ECOSPHERE LTD.,BSE
ONGC,NSE_EQ|INE213A01029,EQ,OIL AND NATURAL GAS CORP.,NSE
VTL,NSE_EQ|INE825A01020,EQ,VARDHMAN TEXTILES LIMITED,NSE
RELIGARE,BSE_EQ|INE621H01010,A,RELIGARE ENTERPRISES LTD.,BSE
BSHSL,NSE_EQ|INE032Z01020,EQ,BOMBAY SUPER HYBRID SEEDS,NSE
ROSSARI,NSE_EQ|INE02A801020,EQ,ROSSARI BIOTECH LIMITED,NSE
ABDL,BSE_EQ|INE552Z01027,A,Allied Blenders and Distillers,BSE
LAURUSLABS,BSE_EQ|INE947Q01028,A,Laurus Labs Limited,BSE
GENESYS,BSE_EQ|INE727B01026,B,GENESYS INTERNATIONAL CORPORAT,BSE
MUFIN,BSE_EQ|INE08KJ01020,B,MUFIN GREEN FINANCE LIMITED,BSE
KAMATS,BSE_EQ|INE564S01019,B,VIKRAM KAMATS HOSPITALITY LIMI,BSE
ORIENTPPR,BSE_EQ|INE592A01026,B,ORIENT PAPER & INDUSTRIES LTD.,BSE
MSUMI,NSE_EQ|INE0FS801015,EQ,MOTHERSON SUMI WRNG IND L,NSE
VEEDOL,BSE_EQ|INE484C01030,B,VEEDOL CORPORATION LIMITED,BSE
IRCTC,NSE_EQ|INE335Y01020,EQ,INDIAN RAIL TOUR CORP LTD,NSE
PCJEWELLER,BSE_EQ|INE785M01021,A,PC JEWELLER LTD.,BSE
CHEMCON,NSE_EQ|INE03YM01018,EQ,CHEMCON SPECIAL CHEM LTD,NSE
ERIS,NSE_EQ|INE406M01024,EQ,ERIS LIFESCIENCES LIMITED,NSE
INDIANCARD,NSE_EQ|INE061A01014,EQ,INDIAN CARD CLOTHING CO.,NSE
RAINBOW,BSE_EQ|INE961O01016,A,Rainbow Children's Medicare Li,BSE
INNOVANA,NSE_EQ|INE403Y01018,EQ,INNOVANA THINKLABS LTD,NSE
FINEORG,BSE_EQ|INE686Y01026,A,Fine Organic Industries Limite,BSE
DATAMATICS,NSE_EQ|INE365B01017,EQ,DATAMATICS GLOBAL SER LTD,NSE
NAVA,NSE_EQ|INE725A01030,EQ,NAVA LIMITED,NSE
S&SPOWER,BSE_EQ|INE902B01017,B,S&S POWER SWITCHGEAR LTD.,BSE
NKIND,BSE_EQ|INE542C01019,B,N.K.INDUSTRIES LTD.,BSE
20MICRONS,BSE_EQ|INE144J01027,B,20 MICRONS LTD.,BSE
AFFLE,NSE_EQ|INE00WC01027,EQ,AFFLE 3I LIMITED,NSE
FISCHER,BSE_EQ|INE771F01041,B,FISCHER MEDICAL VENTURES LIMIT,BSE
ADANIENSOL,NSE_EQ|INE931S01010,EQ,ADANI ENERGY SOLUTION LTD,NSE
BLUESTONE,NSE_EQ|INE304W01038,EQ,BLUESTONE JEWEL LFSTL LTD,NSE
SMLMAH,BSE_EQ|INE294B01019,B,SML Mahindra Limited,BSE
LIBERTSHOE,NSE_EQ|INE557B01019,EQ,LIBERTY SHOES LTD,NSE
NRL,NSE_EQ|INE0JM501013,EQ,NUPUR RECYCLERS LIMITED,NSE
SANGHVIMOV,BSE_EQ|INE989A01032,A,SANGHVI MOVERS LTD.,BSE
FSL,BSE_EQ|INE684F01012,A,FIRSTSOURCE SOLUTIONS LTD.,BSE
HDFCAMC,BSE_EQ|INE127D01025,A,HDFC Asset Management Company ,BSE
GLOBAL,NSE_EQ|INE291W01037,EQ,GLOBAL EDUCATION LIMITED,NSE
PDSL,BSE_EQ|INE111Q01021,A,PDS LIMITED,BSE
NETWORK18,BSE_EQ|INE870H01013,A,NETWORK18 MEDIA & INVESTMENTS,BSE
JYOTICNC,BSE_EQ|INE980O01024,A,Jyoti CNC Automation Limited,BSE
3PLAND,NSE_EQ|INE105C01023,EQ,3P LAND HOLDINGS LIMITED,NSE
PROTEAN,BSE_EQ|INE004A01022,A,Protean eGov Technologies Limi,BSE
CONTROLPR,NSE_EQ|INE663B01015,EQ,CONTROL PRINT LIMITED,NSE
HPIL,NSE_EQ|INE05X901010,EQ,HINDPRAKASH INDUSTRY LTD,NSE
TIGERLOGS,BSE_EQ|INE906O01029,B,TIGER LOGISTICS (INDIA) LTD,BSE
SAGCEM,NSE_EQ|INE229C01021,EQ,SAGAR CEMENTS LIMITED,NSE
SSWL,BSE_EQ|INE802C01033,B,STEEL STRIPS WHEELS LTD.,BSE
SHYAMTEL,BSE_EQ|INE635A01023,B,SHYAM TELECOM LTD.,BSE
HUHTAMAKI,BSE_EQ|INE275B01026,B,HUHTAMAKI INDIA LIMITED,BSE
THEMISMED,BSE_EQ|INE083B01024,B,THEMIS MEDICARE LTD.,BSE
IPL,NSE_EQ|INE0D6701023,EQ,INDIA PESTICIDES LIMITED,NSE
CITYONLINE,BSE_EQ|INE158C01014,Z,City Online Services Limited,BSE
BHARATGEAR,BSE_EQ|INE561C01019,T,BHARAT GEARS LTD.,BSE
RTNPOWER,NSE_EQ|INE399K01017,EQ,RATTANINDIA POWER LIMITED,NSE
INDBNK,BSE_EQ|INE969D01012,B,IND BANK HOUSING LTD.,BSE
CAMLINFINE,NSE_EQ|INE052I01032,EQ,CAMLIN FINE SCIENCES LTD,NSE
BALKRISHNA,BSE_EQ|INE875R01011,B,Balkrishna Paper Mills Ltd.,BSE
NSIL,NSE_EQ|INE023A01030,EQ,NALWA SONS INVESTMENT LTD,NSE
TORNTPOWER,BSE_EQ|INE813H01021,A,TORRENT POWER LTD.,BSE
SOMATEX,BSE_EQ|INE314C01013,T,SOMA TEXTILES & INDUSTRIES LTD,BSE
VADILALIND,NSE_EQ|INE694D01016,EQ,VADILAL INDUSTRIES LTD,NSE
AWHCL,BSE_EQ|INE01BK01022,B,Antony Waste Handling Cell Lim,BSE
COCHINSHIP,NSE_EQ|INE704P01025,EQ,COCHIN SHIPYARD LIMITED,NSE
BALKRISHNA,NSE_EQ|INE875R01011,EQ,BALKRISHNA PAPER MILLS L,NSE
LOVABLE,BSE_EQ|INE597L01014,B,LOVABLE LINGERIE LTD.,BSE
IRFC,NSE_EQ|INE053F01010,EQ,INDIAN RAILWAY FIN CORP L,NSE
LAXMIDENTL,BSE_EQ|INE0WO601020,B,Laxmi Dental Limited,BSE
CAMS,BSE_EQ|INE596I01012,A,Computer Age Management Servic,BSE
BAJAJST,BSE_EQ|INE704G01024,B,BAJAJ STEEL INDUSTRIES LTD.,BSE
ADVANIHOTR,NSE_EQ|INE199C01026,EQ,ADVANI HOT.& RES.(I) LTD,NSE
CROPSTER,BSE_EQ|INE293E01031,B,CROPSTER AGRO LIMITED,BSE
DHARAN,BSE_EQ|INE278R01034,Z,DHARAN INFRA-EPC LIMITED,BSE
BORANA,BSE_EQ|INE16SF01016,B,BORANA WEAVES LIMITED,BSE
JCHAC,NSE_EQ|INE782A01015,EQ,JOHNSON CONTROLS HITACHI,NSE
DCMFINSERV,NSE_EQ|INE891B01012,EQ,DCM FINANCIAL SERVICES LT,NSE
ALOKINDS,BSE_EQ|INE270A01029,A,ALOK INDUSTRIES LTD.,BSE
ALEMBICLTD,BSE_EQ|INE426A01027,B,ALEMBIC LTD.,BSE
VINEETLAB,BSE_EQ|INE505Y01010,B,Vineet Laboratories Limited,BSE
ADVENZYMES,NSE_EQ|INE837H01020,EQ,ADVANCED ENZYME TECH LTD,NSE
BAIDFIN,BSE_EQ|INE020D01022,B,BAID FINSERV LIMITED,BSE
YATRA,NSE_EQ|INE0JR601024,EQ,YATRA ONLINE LIMITED,NSE
BODALCHEM,BSE_EQ|INE338D01028,B,BODAL CHEMICALS LTD.,BSE
KSCL,BSE_EQ|INE455I01029,A,KAVERI SEED COMPANY LTD.,BSE
HAWKINCOOK,BSE_EQ|INE979B01015,B,HAWKINS COOKERS LTD.,BSE
NIRAJ,BSE_EQ|INE368I01016,B,NIRAJ CEMENT STRUCTURALS LTD.,BSE
PROTEAN,NSE_EQ|INE004A01022,EQ,PROTEAN EGOV TECHNO LTD,NSE
RUSHIL,BSE_EQ|INE573K01025,B,RUSHIL DECOR LTD.,BSE
S&SPOWER,NSE_EQ|INE902B01017,EQ,S&S POWER SWITCHGEARS LTD,NSE
BLACKBUCK,NSE_EQ|INE0UIZ01018,EQ,BLACKBUCK LIMITED,NSE
SUTLEJTEX,NSE_EQ|INE645H01027,EQ,SUTLEJ TEXT & INDUS LTD,NSE
COHANCE,BSE_EQ|INE03QK01018,A,Cohance Lifesciences Limited,BSE
MASTERTR,NSE_EQ|INE677D01037,EQ,MASTER TRUST LIMITED,NSE
ELLEN,BSE_EQ|INE236E01022,B,ELLENBARRIE INDUSTRIAL GASES L,BSE
PDMJEPAPER,BSE_EQ|INE865T01018,B,Pudumjee Paper Products Limite,BSE
CENTRALBK,BSE_EQ|INE483A01010,A,CENTRAL BANK OF INDIA,BSE
HDFCAMC,NSE_EQ|INE127D01025,EQ,HDFC AMC LIMITED,NSE
SAGCEM,BSE_EQ|INE229C01021,B,SAGAR CEMENTS LTD.,BSE
VALIANTLAB,NSE_EQ|INE0JWS01017,EQ,VALIANT LABORATORIES LTD,NSE
REMSONSIND,NSE_EQ|INE474C01023,EQ,REMSONS INDUSTRIES LTD,NSE
SHYAMMETL,BSE_EQ|INE810G01011,A,Shyam Metalics and Energy Limi,BSE
SMLMAH,NSE_EQ|INE294B01019,EQ,SML MAHINDRA LIMITED,NSE
RAIN,BSE_EQ|INE855B01025,A,RAIN INDUSTRIES LIMITED,BSE
CHEMBONDCH,NSE_EQ|INE0TGX01019,EQ,CHEMBOND CHEMICAL LIMITED,NSE
NIRAJ,NSE_EQ|INE368I01016,EQ,NIRAJ CEMENT STRUC LTD,NSE
ASIANPAINT,NSE_EQ|INE021A01026,EQ,ASIAN PAINTS LIMITED,NSE
URBANCO,BSE_EQ|INE0CAZ01013,B,Urban Company Limited,BSE
OFSS,BSE_EQ|INE881D01027,A,ORACLE FINANCIAL SERVICES SOFT,BSE
FAIRCHEMOR,NSE_EQ|INE0DNW01011,EQ,FAIRCHEM ORGANICS LIMITED,NSE
MMTC,BSE_EQ|INE123F01029,A,MMTC LTD.,BSE
J&KBANK,BSE_EQ|INE168A01041,A,JAMMU & KASHMIR BANK LTD.,BSE
BODALCHEM,NSE_EQ|INE338D01028,EQ,BODAL CHEMICALS LTD,NSE
SANDUMA,BSE_EQ|INE149K01016,B,SANDUR MANGANESE & IRON ORES L,BSE
TASTYBITE,BSE_EQ|INE488B01017,B,TASTY BITE EATABLES LTD.,BSE
SANDHAR,NSE_EQ|INE278H01035,EQ,SANDHAR TECHNOLOGIES LTD,NSE
ITCHOTELS,BSE_EQ|INE379A01028,B,ITC Hotels Limited,BSE
MAGNUM,NSE_EQ|INE387I01016,EQ,MAGNUM VENTURES LTD.,NSE
ATHERENERG,BSE_EQ|INE0LEZ01016,B,Ather Energy Limited,BSE
TDPOWERSYS,BSE_EQ|INE419M01027,A,T D POWER SYSTEMS LTD.,BSE
PUNJABCHEM,BSE_EQ|INE277B01014,B,PUNJAB CHEMICALS AND CROP PROT,BSE
LICI,BSE_EQ|INE0J1Y01017,A,LIFE INSURANCE CORPORATION OF ,BSE
ATHERENERG,NSE_EQ|INE0LEZ01016,EQ,ATHER ENERGY LIMITED,NSE
SIS,NSE_EQ|INE285J01028,EQ,SIS LIMITED,NSE
PACEDIGITK,BSE_EQ|INE0S3G01027,B,Pace Digitek Limited,BSE
MAXESTATES,BSE_EQ|INE03EI01018,A,Max Estates Limited,BSE
HONAUT,NSE_EQ|INE671A01010,EQ,HONEYWELL AUTOMATION IND,NSE
UCAL,NSE_EQ|INE139B01016,EQ,UCAL LIMITED,NSE
MUFTI,NSE_EQ|INE220Q01020,EQ,CREDO BRANDS MARKETING L,NSE
ASTRAMICRO,BSE_EQ|INE386C01029,A,ASTRA MICROWAVE PRODUCTS LTD.,BSE
RKDL,BSE_EQ|INE722J01012,B,RAVI KUMAR DISTILLERIES LTD.,BSE
VENKEYS,BSE_EQ|INE398A01010,B,VENKYS (INDIA) LTD.,BSE
LINC,NSE_EQ|INE802B01027,EQ,LINC LIMITED,NSE
MPHASIS,NSE_EQ|INE356A01018,EQ,MPHASIS LIMITED,NSE
IPCALAB,NSE_EQ|INE571A01038,EQ,IPCA LABORATORIES LTD,NSE
AGOL,BSE_EQ|INE05FR01029,B,Ashapuri Gold Ornament Limited,BSE
NTPC,NSE_EQ|INE733E01010,EQ,NTPC LTD,NSE
ELLEN,NSE_EQ|INE236E01022,EQ,ELLENBARRIE INDUS GASES L,NSE
THEMISMED,NSE_EQ|INE083B01024,EQ,THEMIS MEDICARE LTD.,NSE
RPTECH,NSE_EQ|INE0J1F01024,EQ,RASHI PERIPHERALS LIMITED,NSE
ZIMLAB,NSE_EQ|INE518E01015,EQ,ZIM LABORATORIES LIMITED,NSE
BIGBLOC,NSE_EQ|INE412U01025,EQ,BIGBLOC CONSTRUCTION LTD,NSE
ZYDUSWELL,BSE_EQ|INE768C01028,A,ZYDUS WELLNESS LTD.,BSE
KPL,BSE_EQ|INE552U01010,B,Kwality Pharmaceuticals Limite,BSE
EIHOTEL,NSE_EQ|INE230A01023,EQ,EIH LIMITED,NSE
HBSL,BSE_EQ|INE550B01022,T,HB STOCKHOLDINGS LTD.,BSE
IOB,NSE_EQ|INE565A01014,EQ,INDIAN OVERSEAS BANK,NSE
IEX,NSE_EQ|INE022Q01020,EQ,INDIAN ENERGY EXC LTD,NSE
RELTD,NSE_EQ|INE206N01018,EQ,RAVINDRA ENERGY LIMITED,NSE
UGROCAP,NSE_EQ|INE583D01011,EQ,UGRO CAPITAL LIMITED,NSE
UNIMECH,NSE_EQ|INE0U3I01011,EQ,UNIMECH AEROSPACE N MFG L,NSE
TARMAT,BSE_EQ|INE924H01018,B,TARMAT LTD.,BSE
BAJAJELEC,BSE_EQ|INE193E01025,A,BAJAJ ELECTRICALS LTD.,BSE
GOKEX,BSE_EQ|INE887G01027,A,GOKALDAS EXPORTS LTD.,BSE
KIRIINDUS,NSE_EQ|INE415I01015,EQ,KIRI INDUSTRIES LIMITED,NSE
BANSALWIRE,BSE_EQ|INE0B9K01025,B,Bansal Wire Industries Limited,BSE
ELCIDIN,BSE_EQ|INE927X01018,T,ELCID INVESTMENTS LTD.,BSE
GLOBE,NSE_EQ|INE581X01021,EQ,GLOBE ENTERPRISE (I) LTD,NSE
PRSMJOHNSN,NSE_EQ|INE010A01011,EQ,PRISM JOHNSON LIMITED,NSE
SURANAT&P,NSE_EQ|INE130B01031,EQ,SURANA TELECOM AND POW LT,NSE
RESPONIND,NSE_EQ|INE688D01026,EQ,RESPONSIVE INDUSTRIES LTD,NSE
MEDICAMEQ,BSE_EQ|INE646B01010,B,MEDICAMEN BIOTECH LTD.,BSE
JINDALPOLY,BSE_EQ|INE197D01010,B,JINDAL POLY FILMS LTD.,BSE
SAMBHV,BSE_EQ|INE12NJ01018,B,SAMBHV STEEL TUBES LIMITED,BSE
ORIENTLTD,NSE_EQ|INE609C01024,EQ,ORIENT PRESS LIMITED,NSE
WSTCSTPAPR,BSE_EQ|INE976A01021,B,West Coast Paper Mills Limited,BSE
SAPPHIRE,BSE_EQ|INE806T01020,A,Sapphire Foods India Limited,BSE
RPTECH,BSE_EQ|INE0J1F01024,B,Rashi Peripherals Limited,BSE
VSTTILLERS,BSE_EQ|INE764D01017,B,V.S.T.TILLERS TRACTORS LTD.,BSE
AKI,NSE_EQ|INE642Z01026,EQ,AKI INDIA LIMITED,NSE
SUNDRMBRAK,BSE_EQ|INE073D01013,B,SUNDARAM BRAKE LININGS LTD.,BSE
PRAJIND,BSE_EQ|INE074A01025,A,PRAJ INDUSTRIES LTD.,BSE
LICHSGFIN,NSE_EQ|INE115A01026,EQ,LIC HOUSING FINANCE LTD,NSE
CAPLIPOINT,NSE_EQ|INE475E01026,EQ,CAPLIN POINT LAB LTD.,NSE
AKSHAR,BSE_EQ|INE256Z01025,T,Akshar Spintex Limited,BSE
HIRECT,NSE_EQ|INE835D01023,EQ,HIND RECTIFIER LIMITED,NSE
ROLEXRINGS,BSE_EQ|INE645S01024,B,Rolex Rings Limited,BSE
VIKASECO,NSE_EQ|INE806A01020,EQ,VIKAS ECOTECH LIMITED,NSE
ATALREAL,NSE_EQ|INE0ALR01029,EQ,ATAL REALTECH LIMITED,NSE
KRITI,NSE_EQ|INE479D01038,EQ,KRITI INDUSTRIES IND LTD,NSE
NCC,BSE_EQ|INE868B01028,A,NCC LIMITED,BSE
ANANDRATHI,NSE_EQ|INE463V01026,EQ,ANAND RATHI WEALTH LTD,NSE
ADVAIT,BSE_EQ|INE0ALI01010,B,ADVAIT ENERGY TRANSITIONS LIMI,BSE
ACCELYA,NSE_EQ|INE793A01012,EQ,ACCELYA SOLN INDIA LTD,NSE
CUBEXTUB,NSE_EQ|INE144D01012,EQ,CUBEX TUBINGS LTD,NSE
APTUS,BSE_EQ|INE852O01025,A,Aptus Value Housing Finance In,BSE
SUNDROP,BSE_EQ|INE209A01019,B,SUNDROP BRANDS LIMITED,BSE
SINDHUTRAD,BSE_EQ|INE325D01025,B,SINDHU TRADE LINKS LIMITED,BSE
NATHBIOGEN,BSE_EQ|INE448G01010,B,NATH BIO-GENES (INDIA) LTD,BSE
RUBFILA,BSE_EQ|INE642C01025,B,RUBFILA INTERNATIONAL LTD.,BSE
DISHTV,NSE_EQ|INE836F01026,EQ,DISH TV INDIA LTD.,NSE
